customer_tweet_id,amazon_tweet_id,customer_message,amazon_reply,intent
681,680,@115821  https://t.co/Gb0beuA3IN,@115848 I'm sorry for the trouble this has caused you; please contact us so we may lend you a hand: https://t.co/hApLpMlfHN ^WM,other
686,684,@AmazonHelp Already contacted 3-4 times in the last month. But all I got was assurance that matter is escalated &amp; new status will be provided in 1 day!,@115849 Please share your details here:https://t.co/GIJyeYqKE0 and I'll get back to you. 2/2 ^HD,other
685,687,@AmazonHelp Details sent. Please check.,@115849 Thanks for confirming that the details have been shared. Our team will give it a look and reach out shortly. ^AB,other
690,689,@115850 @115821 @AmazonHelp @115851 Order# 3632693-6196346. You couldn't deliver EVEN AFTER A MONTH. You should be ashamed of yourself.,@115849 Please report this to our support team here: https://t.co/TdDksLo6Mf and we'll look into this. 2/2 ^HD,delivery_delayed
693,692,@AmazonHelp since when you stop giving 20% off videogame pre-orders (amazon prime members) im confused? why?,@115852 We still offer discounts on eligible physical game pre-orders. For further details on Prime benefits: https://t.co/80y2YnlQGJ ^MB,prime_billing
695,694,Just pulled another #Amazon delivery out of the bushes since the #amzl people can’t walk the extra 2 ft to my door. So tired of this.,@115853 I'm sorry we let you down! We'd like to make sure this is addressed. Please provide some details here: https://t.co/z6evtFsZI5 ^BN,package_not_received
1695,1692,@115821 my order hasn’t arrived (it was due 14th October). Can you help?,@116081 Hey Georgia! Sorry you haven't received your package. We'd love to help! What does the current tracking say on your order? ^AJ,delivery_delayed
1693,1696,@AmazonHelp but I can’t find the options to cancel or re-order?,@116081 I'm sorry for the delay! We'd like to take a further look into this with you! Please reach us here: https://t.co/hApLpMlfHN ^AG,order_cancellation
1699,1697,@AmazonHelp I called customer service and was told my membership wouldn't be renewed. I was just charged today. How do I get a refund? https://t.co/SeoQUsA0VA,@116082 Canceling your Prime membership can be done here:https://t.co/MlOxxuNX7N. You'll be shown your estimated refund there. ^SK,prime_billing
1698,1700,@AmazonHelp Thats the thing I told customer service. I created a new email address for the Prime trial and forgot it. What can I do so I'm not charged?,@116082 Hey Corey! Even on the new account you made you can turn of the auto renew through the same link ^SK posted for you. ^AJ,prime_billing
1701,1704,@AmazonHelp You have to log in. I don't remember the email address I used. Can you look up the account by my bank information?,@116082 It would be best if you get in touch with us by phone or chat.use this link to do so:  https://t.co/hApLpMlfHN ^CH,account_access
1706,1705,"@AmazonHelp I have tried. It’s not allowing me to access my account to cancel my membership, I haven’t even used prime in almost 3 months.",@116083 I'm sorry to hear you're not able to access your account. Please use this link instead to contact us: https://t.co/zYVX1Qi29G. ^LH,account_access
1708,1707,"@115821 being charged for amazon prime &amp; when I go to cancel it, it’s saying I’m not a member😠😠😠",@116083 Hmm... We'd like to take a better look at this with you. Please reach us via phone/chat here: https://t.co/JzP7hlA23B ^KP,prime_billing
1710,1709,@AmazonHelp where can I chat with a support member for a false charge,@116084 I'm sorry you've encountered an unknown charge! We'd be happy to look into this with you here: https://t.co/hApLpMlfHN ^BL,payment_issue
1713,1711,@AmazonHelp if I add another adult to my Amazon household (with their own account) can they see my wishlists/photos/order history?,@116085 Thanks for reaching out to us! You can find info on adding household members here: https://t.co/i3uumZzaok ^MO,account_access
1715,1714,Seriously @115821? I order 6 identical washing up bowls and they are all being dispatched as separate orders? My phone is buzzing non-stop!,@116086 Sorry for the inconvenience! Check out how to manage your notifications here: https://t.co/DLN4bDuc5B ^SG,other
1718,1716,"I ordered some parts of my costume late, but my amazon has a map of the driver and they're like, 6 houses away.",@116087 I'm sorry for the long wait; what is your current order status showing when you review it: https://t.co/Y5jpI9gRhE? ^WM,delivery_delayed
1717,1719,"@AmazonHelp My package just got here. All good, thank you!","@116087 Thank you for keeping us posted, Rachael! ^BA",other
1722,1720,"@116090 Saying I preordered to early, terrible customer service. Won’t renew prime if this isn’t fixed.","@116088 I'm sorry for the frustration, Anthony! Can you tell me more about which pre-order bonuses are missing? ^EA",other
1721,1723,@AmazonHelp Never got the beta and now I’m being told I won’t get ANY of the other stuff. Including Last Jedi content and or bonus classes. Anything! :(,"@116088 We'd like to see what we can do to help. What date did you place the order on, and which version did you order? ^MB",content_issue
1724,1725,@AmazonHelp Deluxe edition on September 16th. It definitely had the pre orders on the profile because that’s why I ordered. Also why I paid for Prime..,@116088 Could you link us to the page of the item on our website? This will allow us to take a closer look at all options. ^VB,content_issue
1726,1727,@AmazonHelp Star Wars Battlefront 2 Elite Trooper Deluxe Edition Playstation 4 https://t.co/6K7WdDcY2P preorder info is in description. Thanks for help,@116088 Thanks for the link. We are not a participating retailer to receive the bonus content. Details: https://t.co/hJIrBtSMrl ^BE,content_issue
1736,1734,Two fake items in one day. Time to cancel my Amazon Prime membership. @AmazonHelp,@116091 Oh no! I'm so sorry to hear this. Was the item sold by Amazon directly or Third-party seller: https://t.co/aaDyEz1VgE. ^LH,other
1735,1737,"@AmazonHelp Fulfilled by Amazon. It’s quite disturbing you’re selling counterfeit items, and can’t be trusted.","@116091 We'd like to look into this with you in real time, Bry. When you can, please ring or chat in with us: https://t.co/JzP7hlA23B ^BL",other
1741,1739,@115821 please spend time &amp; money to fix your app. Constant issues with it.,"@116092 Oh no, Barton! Have you tried uninstalling and re-installing the app? Perhaps a power cycle too? Please let us know. ^KL",device_issue
1740,1742,@AmazonHelp I have. No luck.,@116092 Sorry you're still having trouble! What error are you seeing when you try to use the app? ^JP,device_issue
1745,1743,My Kindle not working properly is breaking my heart! 😩💔,"@116093 Oh no! We'd like to help you with this, Kelly! Can you tell us more about what's happening with the Kindle? Thanks!  ^AJ",device_issue
1744,1746,@AmazonHelp It’s not allowing me to update it to register my new amazon account. I read I’d have to do so manually. Thx 4 response.,@116093 No problem! You may need to deregister the Kindle from the old account. You can see how here: https://t.co/zyUJKBZObw ^AJ,device_issue
1748,1747,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,"@116094 (2/2) Also, for your security, I'd recommend deleting the image, as it contains your tracking number. ^WT",package_not_received
1748,1749,@AmazonHelp that is not my apartment!!!!!!! This is the sending time!!!! Where is my package!!!!!!!!!! https://t.co/EIY6DZUCDC,@116094 I'm so sorry! We'd like to make sure this is addressed. Please provide some details here: https://t.co/KctVgMFvbp (1/2),package_not_received
1752,1750,@116096 Truly. This is the strangest vampire book I’ve ever received. 😜 cc @43760 @AmazonHelp #misship https://t.co/Zad7Az14Zg,@116095 I'm sorry you received an incorrect item. Have you checked out our return/replacement options here: https://t.co/FRsodhtXKJ? ^FJ,order_change
2533,2532,"@AmazonHelp 先日教えていただいたように、fireTVstickとルーターの両方を再起動してみたら、前回のようには途切れなくなりました！ありがとうございます😊今の所大丈夫ですが、あとは72時間TV当日に接続が切れてしまわないように祈るのみです...。
お礼と報告まで。 https://t.co/hS5VmxuIfX",@116312 わざわざご連絡をいただき、ありがとうございます。問題が改善されたようで、何よりでございます。万が一再度お困りのことがございましたら、ご遠慮なくお知らせください🙏 YM,device_issue
2535,2534,@AmazonHelp ご丁寧にありがとうございます！トライしてみて改善されなければCSへご連絡します。返信いただけると思っていなかったので本当に嬉しいです！,@116312 こちらこそリプライいただきありがとうございます！ご様子を見ていただき、改善されない場合、お早目にカスタマーサービスにご連絡いただければと存じます。よろしくお願いいたします m(_ _)m HM,other
2537,2536,"@AmazonHelp ありがとうございます！
テレビにstickを接続しているのですが、WiFi接続がすぐに切れてしまい、数分しか見ることができません。","@116312 かしこまりました。端末、ルーター、モデムを再起動し改善するかお試しください。https://t.co/mUMGYDqPEM
改善しない場合、カスタマーサービスにお知らせください。https://t.co/NtNAX37Sr4 ET https://t.co/kp0Ug6rMsZ",device_issue
2539,2538,@116313 fire TV stickを購入したのですが一瞬しかうつりません.°(ಗдಗ。)°.どうしたらいいのでしょうか...,@116312 アマゾンです。お困りの状況が特定できないのですが、エラーメッセージや画面の状況、操作方法など詳しい状況を教えていただけますか。ご利用端末はテレビですかPS4などのゲーム機でしょうか。ET,device_issue
2544,2542,@AmazonHelp Wasn't tracked as sent via Royal Mail. I've emailed the seller.,@116314 How long has it been since you've e-mailed the seller? ^TR,shipping_information
2543,2545,"@AmazonHelp Just now, don't use Amazon much so didn't know the process if you don't receive an item","@116314 Please allow 48 hours for the seller to respond, Allen. Let us know how it works out and if we can help with anything else! ^CN",package_not_received
2547,2546,@AmazonHelp Yeah I sent you a DM too. Had an email saying when it had been dispatched but nothing since.,@116314 We're unable to view any account information via Twitter. What's the current tracking shown here: https://t.co/aaDyEz1VgE? ^AG,shipping_information
2549,2548,"@AmazonHelp Hi, I ordered an item on 18 Oct which said it would be delivered by 20 Oct and I still haven't received it. Can you help? Thanks",@116314 I'm sorry you haven't received it yet! Have you had an e-mail regarding the order? Please check junk/spam and let us know! ^TG,delivery_delayed
2551,2550,"@AmazonHelp I'm learning German, so I don't really mind between German/English. If I have to choose, I say German.","@116315 Du kannst bei den Kategorien ""Bücher"" oder ""Bücher Fremdsprachig"" auswählen, wobei ersteres deinem Wunsch entspricht. Gruß ^JS",other
2553,2552,"@116316 Hi. How can I restrict results to German language books, while searching titles on amazon.de?","@116315 Hi, just a question at the beginning - do you prefer answers in German or English? ^NW",other
2556,2554,"@AmazonHelp I made a same day ship mid Monday and it said it would deliver that day. It didn’t. Today it still says out for delivery, still no show.","@116317 I'm so sorry for the late delivery, Kimmie! Our carriers can deliver until 8 PM, please keep us updated on its arrival. ^BE",delivery_delayed
2555,2557,@AmazonHelp I allowed it well past 8 PM. I was never notified about any other delays,@116317 I'm sorry that it still hasn't arrived. Please contact us so that we can look into this together: https://t.co/hApLpMlfHN ^EA,delivery_delayed
2559,2558,"@AmazonHelp hello, I’m having an issue with a same day ship order.  Can you help me?",@116317 Hello! We'd love to help. Can you tell us a bit more about what's happening? ^EB,delivery_delayed
2561,2560,Erm @AmazonHelp I bought this item for £5.99... why am I only getting £1.67 back?! https://t.co/lb33bFOcW0,"@116318  We'd like to take a closer look into this refund for you. Please reach us at:https://t.co/JzP7hlA23B
 ^CC",payment_issue
2565,2564,@AmazonHelp Where is my order? https://t.co/pXnKSCo2ex,"@116319 I'm sorry it hasn't arrived! Please reach us here: https://t.co/e6dQwzp386, so we can look into available options. ^SJ",package_not_received
2568,2566,"Hey @115821, why is your Prime 2-day delivery not arriving until Monday? Is there a holiday I don't know about?","@116320 Most items are readily available for shipping; however, some aren't and may have a longer processing time than others. ^QJ",delivery_delayed
2570,2569,"@AmazonHelp yes i did,but amazonuk is not doing the refund process.if they do it .i will get the money","@116321 I would like someone from our team to take a look into this for you, Sanu. Please reach out here: https://t.co/QtC7bueYoR ^LA",payment_issue
2572,2571,@AmazonHelp i mailed amazonuk so many time. but i havent got any progress.customer care just saying thats in the billing section.no i havent got refund,@116321 Have you had a chance to speak with your bank regarding the refund? ^EA,payment_issue
2574,2573,@AmazonHelp and redund issued on 13th https://t.co/1uydlorGCp no sing of my money and amazonuk just saying its in the billing department.no signof devlp,@116321 When you last contacted us what information did we provide? Have you spoken with your bank to see if they have the refund? ^LR,payment_issue
2577,2575,@115830 amazonuk took money without any https://t.co/w25zXi7DYp they are not giving it back nor giving clear statement of my refund proces,"@116321 I'm sorry for the frustration! Without giving personal/account details, could you tell us a bit more about what's going on? ^DG",payment_issue
2580,2578,the @amazonhelp queue is clueless on Amazon Household,"@116322 I'm sorry for the frustration! Without giving account/personal details, can you please provide us with more info? ^AC",other
2581,2582,"@AmazonHelp I've been in the prime queue, kindle queue, the echo queue, and now on hold again.",@116322 We'd like to look deeper into this issue. Please provide us with more information here: https://t.co/wpDDiHUP4k. ^LH,other
2584,2583,@AmazonHelp Well ok but @116324 said it’s been dlvd so I can’t see how they will bother to deliver it now! I think they have washed their hands of it,@116323 We're definitely here to help! Please reach out to us by phone here: https://t.co/JzP7hlA23B ^SE,package_not_received
2586,2585,@116324 not dlvd after 1 wk. U lied 2 @AmazonHelp saying left in safe place on Fri. Yesterday u said wld be dlvd 24-48hrs. Sort this now!,@116323 I'm sorry your order hasn't arrived yet! Please let us know if you haven't received it within 48 hours. ^EB,package_not_received
2591,2587,@AmazonHelp No on the card. It works only half the time. Yes on USPS. They say my delivery person won’t deliver anything over 30 lbs. just sends it back,"@116325 We'd like another chance to look into this. Please reach out by phone or chat: https://t.co/hApLpMlfHN

Please keep us updated. ^FJ",package_not_received
2594,2592,@AmazonHelp Want to speak to someone at corp to address these issues.,@116325 Have you tried deleting the card from the account and re-adding it? Have you reached out to USPS about these deliveries? ^AF https://t.co/1XyLaGkcaN,other
2598,2595,@AmazonHelp Multiple calls to call amazon call center with zero resolution and never a promised call back.,@116325 Can you tell us what insight / advice was provided with when you spoke with us last? We'd like to help if we can. ^BG,other
2602,2599,Rapidly losing faith in @115821 and their #esl CS ability to solve problems. No resolutions or follow ups.,"@116325 Sorry for the poor experience. Without giving any account information, could you tell us what's going on? We'd love top help! ^MH",other
3655,3654,"just noticed I paid £4.95 delivery on Amazon simply because I did not select the FREE delivery option, after I spent enough to qualify... what a RIP OFF, why is it not free automatically when qualifying @115830","@116586 Hi, you can edit your order at any time before it enters the dispatch process. To do this please check out our help page: https://t.co/wRa3FyXyBb ^KI",prime_billing
3724,3722,@AmazonHelp There was only one costing a lot more than £20 and  FBA -stating eligibility !,"@116610 We'd like to take a look into this with you. When you have a moment, please reach out to us here: https://t.co/qy3J24VGxb ^AC",shipping_information
3726,3725,@115830 Why do you say that an article is eligible for free delivery then offer nothing but standard option at £4.75?,@116610 Is everything in your basket eligible? You can find more info here: https://t.co/d1x19RiAXm Let us know if this helps! ^EB,shipping_information
3729,3727,@AmazonHelp i reset my password 3 times and it still says incorrect you gotta be shitting me,@116611 I'm sorry for the trouble! Have you tried the steps outlined here? https://t.co/POJ37mWiEk ^LA,account_access
3728,3730,@AmazonHelp All of them,@116611 Hmm.... Let's take a closer look into what's going on here: https://t.co/jzvkhdlrK5 ^ML,account_access
3733,3731,"@AmazonHelp um, my account was locked as soon as I tried to login on desktop. I still haven’t received an email on how to get it unlocked...",@116612 I'm sorry your account is locked! Please reach out directly to us here: https://t.co/jzvkhdlrK5 so we can take a closer look. ^TN,account_access
3732,3734,@AmazonHelp I can’t log in because it’s locked.,"@116612 The link ^TN provided will allow you to contact us without signing in! Select ""skip log in"" and you'll be in touch in no time! ^VB",account_access
3737,3735,@AmazonHelp Warum ist es mir (und scheinbar auch ein paar anderen) nicht möglich per Bankeinzug zu bezahlen?,@116613 Hier findest du alle Infos darüber: https://t.co/FSmvkW0SJB ^AS,payment_issue
3736,3738,@AmazonHelp Kann ich dann wenigstens mein Amazon-Konto aufladen um zu bezahlen. Ich habe keine Kreditkarte und möchte auch keine,"@116613 Du hast die Möglichkeit, Amazon.de Geschenkkarten aus dem stationären Handel für deine Bestellungen einzulösen. Gruß ^DS",payment_issue
3740,3739,"@AmazonHelp na ultima atualização da entrega do meu pedido, consta que não foi possível localizar o meu endereço, poderia ajudar?",@116614 Olá Georgiano. Sinto muito em saber disso. Por favor entre em contato com o nosso SAC no seguinte link: https://t.co/ouAOLcNWp4 ^JJ,package_not_received
3742,3741,Thanks @116090 for ruining #Halloween - still no sign of the costume I ordered in Sept. Guess Rosie will just have to sit this one out. https://t.co/1tVEv5DZuM,"@116615 Not what we like to hear at all, Ramya! Was this shipped by us or a seller? You can check here: https://t.co/PyACxvY8Qo ^BL",delivery_delayed
3744,3743,@AmazonHelp infórmese... no voy a perder más mi tiempo...,@116616 ¿Puedes explicarnos bien el inconveniente  y mandarnos los detalles en este enlace por favor? https://t.co/kUkXHFkYWd  ^JJ,other
3749,3747,@116618 why your videos on Germany breaks too?,@116617 Have you already tried a restart? Kind regards ^NW,prime_video_issue
3748,3750,"@AmazonHelp Many times, but still failing, and it happen with some show",@116617 Is this still ongoing? What devices are you using? ^AN,prime_video_issue
3751,3752,@AmazonHelp Sadly yes,@116617 What devices are you using for Amazon Video? ^AN,prime_video_issue
3753,3754,"@AmazonHelp Mac book pro, with Chrome",@116617 In this case please contact my colleagues via: https://t.co/LFLW8z8jr2 They will help you! Regards ^DW,prime_video_issue
3753,3755,"@AmazonHelp Mac book pro, with Chrome",@116617 Hi! I just wanted to ask if my colleagues could assist you? Regards ^TA,prime_video_issue
3756,3757,"@AmazonHelp I need to change the language of my account to be able to get support, which I don't have the time to do, there's any other way to contact?",@116617 Changing language is just a simple click: https://t.co/CXXk5VglR4 You can reach our support here: https://t.co/aAfOxTGpe1 ^UK,account_access
3759,3758,@115830 you pay for prime expecting next day delivery. Then receive 2 emails half hr apart 'failed delivery' but your sitting at home 😡,"@116619  I'm sorry your parcel wasn't delivered. Please reach us here: https://t.co/XRh1cqD2lT, so we can look into this with you. ^MO",delivery_delayed
4788,4787,So sad @AmazonHelp @115830 ruined his FIRST Halloween by failing to deliver his tiny costume 2 days running #whypayprime? #amazon #prime,@116830 Oh no! Did we miss the expected delivery date from your confirmation e-mail here: https://t.co/OmqrPtDrzj Please let us know. ^KL,delivery_delayed
4829,4828,@115830  website impossible to navigate - all I want to do is email about a faulty item - 20 min going round in circles. Infuriating 😡😡😡,"@116845 I'm sorry for the trouble! Let's go over your available options here:  https://t.co/JzP7hlA23B
^LL",other
4831,4830,"@115833, hi, I've bought an Amazon echo for for a present do they also need an Amazon alexa?",@116846 Alexa is a free download you will need to set-up your new Amazon Echo! You can learn more here: https://t.co/f8fHTB1Gs5 ^BN,device_issue
4834,4832,@115821 Apparently if you preorder something then move and update your address the preorder doesn't update automagically.  #lessonlearned?,"@116847 Uh oh! If you can't recover it, please reach out to us here and we'll see what options are available: https://t.co/VoPytkt92p ^MB",order_change
4838,4836,"@116313 注文した覚えのないものが届きました。
家族も誰も何もしていません。
勝手にレビューも書いてたり、ギフト券も購入してる様子。
今パニック状態なのですが、どこに連絡すればよいのでしょうか？","@116848 アマゾンです。重ねてのご案内となりますが、カスタマーサービスにて状況を確認させていただきます。こちらからお問い合わせください。https://t.co/NtNAX2Qh2u  
サインインが出来ない場合は、フリーダイヤル：0120-999-373へ直接ご連絡ください。ET",account_access
4837,4839,"@AmazonHelp アカウント凍結して不正アクセスを調べてもらうことになりました。
ありがとうございました。",@116848 恐れ入ります。調査結果を今しばらくお待ちくださいますようお願いいたします。リプライありがとうございました。　SM,account_access
4850,4846,"@AmazonHelp already tried help by mail and still problem persist, please close my account and don't want to be a customer anymore https://t.co/m2g5tP26fX","@116849 I'm sorry. We can't access your account via Twitter. For assistance, please reach us here: https://t.co/jzvkhdlrK5 ^WT",account_access
4849,4851,"@AmazonHelp how is Amazon going to solve this? By mail, text, call, customer phone service, no one is able to help me https://t.co/jhzCjY2bOw",@116849 We want our team to investigate this further with you. Please reach out to us using the secure link: https://t.co/m1LX91jiEQ,other
4853,4852,"@AmazonHelp no luck it keeps asking for code witch is not sending to my phone can Amazon eliminate the 2 step method, this is so frustrating","@116849 I'm so sorry for the frustration, Luis. We should absolutely be able to help! Please contact us using the link TN provided. ^SD",account_access
4855,4854,"@AmazonHelp no luck on receiving the code by text or call, will I loose my account, yesterday a phone representative tried to help already https://t.co/Yn5SUBQonU",@116849 I'm sorry for the challenge signing in. Please use the link from above again so that we can help. Keep us updated! ^MH,account_access
4857,4856,@AmazonHelp USAs Amazon. Com,@116849 Please reach out to us directly here: https://t.co/jzvkhdlrK5 We'd love to help get you logged in! ^TN,account_access
4859,4858,@AmazonHelp Im not receiving 2step code by text or call in my smartphone can't log in into my account already got help by phone with no luck,@116849 Sorry you're having problems logging in. Please let us know which Amazon site you are using (.com .es). Thanks. ^SE,account_access
4861,4860,"To the person or persons that stole that big, heavy Amazon box of my porch today: enjoy 200 13 gallon garbage bags!","@116850 Oh no! Have you had a chance to report this to us: https://t.co/CYqkdUakWJ? If so, what options and insight did we provide? ^GM",package_not_received
4864,4862,"Hey @115821, maybe don't ask people to pay $8 for ""launch day arrival"" if you're not going to ship the package until the day after launch!","@116851 I'm sorry for the poor experience, Skylar. Were you given a reason for the delay? Check here: https://t.co/KhGfgWxX2q ^FD",delivery_delayed
4863,4865,@AmazonHelp They said it was UPS. UPS says they never received the package to deliver ¯\_(ツ)_/¯,"@116851 To confirm, what does the latest tracking update show? Please check here: https://t.co/eR31oAnsW2 ^BE",shipping_information
4868,4867,Ordered one simple camera from @115821 3x and all the 3x it’s been lost in transit. Ha you’ve got to be kidding me.. 😒😒😒😒😒,"@116852 I'm very sorry about your lost package, Lodi! We'd like to help! Please reach out to us here: https://t.co/hApLpMlfHN ^HM",package_not_received
4947,4945,@AmazonHelp Solo dice “en reparto” pero no tiene un número de contacto con el repartidor que es de Amazon Services 😩,"@116874 Gracias por la información, Quirino.
Por favor, contacta con nuestros colegas de Servicio al Cliente para una atención personalizada y puedan darte información precisa sobre tu paquete.
Lo puedes hacer a través del siguiente enlace: https://t.co/beR78zMMYB
^LC",shipping_information
4946,4948,@AmazonHelp Excelente servicio! Recibí mis paquetes hace un par de minutos!,@116874 ¡Nos alegra saberlo Quirino! Te agradecemos que nos hayas contactado y esperamos que puedas disfrutar de tu compra. Quedamos a tu servicio. ¡Saludos!  ^PC,other
4950,4949,@AmazonHelp No. Como puedo contactarlo,@116874 Quirino al ingresar al correo de confirmación de compra te aparecerá un enlace en el cual esta el número de guía de tu pedido. También puedes utilizar la siguiente información para contactar con el transportista:  https://t.co/mEKBC5rf63 ^PC,shipping_information
