in_response_to_tweet_id,customer_text,text,created_at,intent
96724,"@AmazonHelp  @115821 placed an order, paid for expedited shipping. Wasn't delivered by 9PM as promised. How do I request refund of paid shipping that didn't happen? Thanks.",@137107 My apologies that you didn't receive your order on time. Please visit us here for more information and further assistance: https://t.co/0wGxbfcqY8 ^RB,Thu Nov 30 16:35:29 +0000 2017,delivery_delayed
96776,"@AmazonHelp Acabou de chegaaaaaaar, obrigadaaaaa",@137123 Ficamos muito felizes em saber que já recebeu seu pedido 😁💕 ^VL,Thu Nov 30 16:47:34 +0000 2017,other
35902,@AmazonHelp Replied... With details.. Lets see if you can help from birthday party being ruined,@123814 Thanks for confirming. We'll check this and get back with an update shortly. ^YP,Wed Nov 01 14:12:27 +0000 2017,other
56875,@AmazonHelp Well I'm gonna try certain pin codes from Pune or Kolhapur. Hope it's enough to grab one of those very few,@128885 address and proceed to the Pay method page. (2/2) ^GK,Thu Nov 02 03:46:00 +0000 2017,shipping_information
74730,@AmazonHelp Oh que oui ! Ils ont vraiment bien travaillé sur ce dernier jeu !,@132727 Effectivement 😉 Puis-je vous demander de remplir le formulaire suivant afin de mémoriser notre agréable échange s'il vous plaît : https://t.co/HtUowg2UGX ?🎮 ^MA,Fri Nov 24 19:02:28 +0000 2017,other
86154,„2 deiner 4 Pakete von @116316 sind angekommen. Beschädigt.“ mal wieder. Hört auf mit @122924 zu senden!! https://t.co/TZUDcHFEiE,"@134805 Ich verstehe, dass es ärgerlich ist, wenn die Pakete beschädigt ankommen oder ins Treppenhaus gelegt werden. Gerne nehmen wir dein Feedback auf. Du kannst dich hierzu an meine Kollegen vom Kundenservice wenden. Sie helfen dir gerne weiter: https://t.co/5RHhEVutwe ^AM",Thu Nov 30 14:19:02 +0000 2017,damaged_or_missing_items
98697,"@AmazonHelp At this point, I need to go to the mall &amp; purchase the gifts I tried to order 2x. Your company has already refunded my prime since they haven't figured out what to do. I'm sorry but I've raised this issue with you already. Check my previous post. And I'm not the only customer.","@137602 I'd like a specialist to look into this with you, Gigi. When you have a moment, drop your details here: https://t.co/dX84huFCDX. We'll follow up shortly after. ^BL",Thu Nov 30 19:28:29 +0000 2017,delivery_delayed
43679,TE AMO POR SIEMPRE @116875 https://t.co/aEcopzKt6Z,"@116874 ¡También te amamos, Quirino! 😍 Nos alegra que tu pedido haya llegado hoy. Cuéntanos, ¿qué has recibido? ^LC https://t.co/q019mpi3W2",Sun Nov 26 00:50:02 +0000 2017,other
74763,"@AmazonHelp 分かりました！
ありがとうございます",@132733 恐れ入ります、どうぞよろしくお願いいたします。リプライありがとうございました。　SM,Thu Nov 30 11:43:30 +0000 2017,other
80842,@115850 @AmazonHelp Really Pathetic service by Amazon. Delivery was not tried by courier guy and status updated as “Payment Pending: We could not deliver Spigen Ultra Hybrid Case for iP... as payment was not done. Re-attempt: End of next working day”,@133934 I'm sorry about the unpleasant experience with the delivery. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,Thu Nov 30 13:01:00 +0000 2017,delivery_delayed
20764,@115830 can you let me know the status of parcel #Q40724393184. Thank you x,@120542 I'm so sorry! We don't have access to order information via Twitter. What does the tracking show here? https://t.co/aaDyEz1VgE ^TK,Tue Oct 31 16:01:02 +0000 2017,shipping_information
77639,@AmazonHelp いつも大変お世話になっております。（カレー好きにとって非常に助かってます！ありがとうございます！🍛）,@133296 リプライありがとうございます。今後ともよろしくお願いいたします。🍛🍛🍛(カレーの話をしたらお腹がすいてきました・・・😅) ET,Thu Nov 23 10:10:00 +0000 2017,other
77320,"@AmazonHelp I've already initiated support from a supervisor but there is no connection to the ""station"" where these issues are originating. No control over contractors. I was told by an Amazon rep that the stations only respond ""when they feel like it."" What kind of operation is this?","@133238 Hi, we'll be happy to look into this in more detail if you can send through the secure form provided by ^GS, thank you. ^TS",Thu Nov 30 12:35:00 +0000 2017,other
93543,"@AmazonHelp Please explain why as a Prime member, 2 day shipping on items is shipped UPS ground? Further explain why even when I paid extra for overnight it was shipped UPS ground? This happens all the time.",@136273 Oh no! Did we miss the delivery date listed here:  https://t.co/Y5jpI9gRhE ? ^TL,Wed Nov 29 23:54:29 +0000 2017,shipping_information
69620,@AmazonHelp Just googled Amazon Prime. Look what the first three words are https://t.co/WE9cMWIAX0,"@131778 Yes, Prime Delivery is one day delivery from dispatch for most items. Items not available within the UK will receive a quick delivery method but that may not be one-day from dispatch The checkout process will give you the most accurate time-frame. ^MI",Thu Nov 30 10:06:35 +0000 2017,other
60239,@AmazonHelp  https://t.co/RgXjQzVzpI,"@129772 To clarify, is this the same error you're seeing on the Video app on your mobile? Are both devices connected to Wifi? ^TK",Thu Nov 02 19:33:36 +0000 2017,other
93497,Hey @115830 free 1 day delivery with a delivery date in 3 days? Why am I paying for prime? https://t.co/tBQ6DjndfA,"@136262 Hey, Simon! The free 1-day delivery actually refers to after the item ships. You can find more information on how delivery dates are calculated here: https://t.co/ZZcrpqYDjM. ^DY",Thu Nov 30 15:56:32 +0000 2017,delivery_delayed
93525,Cabreadisimo 😠😠😠 con @116928 por el cobro de una subcripcion que no ice y yo aora que ago con quien lo pago ...espero que #Amazon me de la devolución del dinero rapido o una solución...esperar me toca 🤔😣😯 https://t.co/7NbUlf8pCq,"@136271 Hola Julen, lamento las molestias. ¿Te suscribiste al período de prueba gratis de Amazon Prime? ¿Ya cancelaste la suscripción a través del sitio web? ^LG",Thu Nov 30 15:37:00 +0000 2017,prime_billing
53513,"@amazonhelp Hey there. I pre-ordered Xbox One X as soon as it became available, but no indication of delivery ETA yet and need to know asap.","@128090 We'll deliver by the date listed here: https://t.co/Y5jpI9gRhE If it's pending, we'll e-mail you once we have an update. ^RA",Wed Nov 01 18:53:00 +0000 2017,shipping_information
63996,@AmazonHelp @115850  yes i have provided the details on link provided #amazonfails,@130696 Thanks for the confirmation. Once the details are shared our team will reach out to you through an email within 12 hours. Request you to check the correspondence and reply to it for further assistance. ^PR,Sun Nov 26 16:56:00 +0000 2017,other
24999,@115821 Deducting $10.99 from my credit card every month. Tried reaching you on your toll-free number but no help.,@121405 I apologize for the trouble! What options were you given when you called in and spoke with us? ^NC,Mon Oct 30 13:16:35 +0000 2017,prime_billing
67448,"@115850  I hav an idea that will encourage sellers to sell globally. how about Introducing a new feature in the ""amazon pay"" so sellers can load funds for the subscriptn fees as many sellers still hesitate for Intl Credit Card due to several reasons this might surely help them","@131406 Thanks for sharing your idea, Deepak. I've noted your comments and will forward this feedback internally. ^SC",Thu Nov 30 09:24:29 +0000 2017,other
24495,"@AmazonHelp After four days of trying,, one of your phone staff finally checked and discovered the item was LOST on Saturday. Now I have to order again.","@121282 Oh no, sorry to hear that! Has a refund been arranged? ^TS",Wed Nov 01 12:48:00 +0000 2017,package_not_received
34479,"アマゾンさんからコンビニに配達完了してるはずなんだけどメールが来ない(^L^)こんなの初めて…

おーい",@123474 失礼いたします。メッセージセンターより認証キーが届いていないか、ご確認ください。https://t.co/qxvc47GM40   確認できない場合は、カスタマーサービスにご連絡ください。https://t.co/J6YEizo6qC   SM,Wed Nov 01 13:26:29 +0000 2017,shipping_information
58087,@AmazonHelp can I DM you instead?,"@129186 I've just replied to your DM, thank you for your patience! ^LA",Wed Nov 01 20:29:29 +0000 2017,other
52161,@AmazonHelp Una pregunta hasta a que hora dejan de entregar los pedidos,"@127729 Alejandro, ese depende del transportista encargado de entregar tu paquete y del horario de reparto que tenga. ^ES",Wed Nov 22 23:13:57 +0000 2017,delivery_preference
89153,"Hallo @116316, bin mit Ihnen superzufrieden, aber die eigenen Amazon-Lieferanten sind die LETZTEN Louies. Bitte wieder DHL u Hermes!","@135283 Hi! Magst du uns verraten, was vorgefallen ist? Liebe Grüße ^TA",Thu Nov 30 14:56:00 +0000 2017,delivery_preference
86012,@AmazonHelp I've already done all of this. Just give me a refund. You guys shld also be compensating me for this unwanted stress and disgust. #Cheaters,@134783 I can understand your situation. Kindly fill in your details here: https://t.co/beaaDm0muc and we’ll contact you soon. ^MN,Thu Nov 30 14:44:27 +0000 2017,payment_issue
77541,@AmazonHelp So what is the reason in this case.,@133276 I understand your concern. Kindly reach out to our support team here: https://t.co/vlvfJr4nN9 and we'll assist you accordingly. ^GD,Thu Nov 30 12:11:30 +0000 2017,other
59544,@AmazonHelp @AmazonHelp Still no sign of my item that should have arrived Wednesday....not impressed,@129582 I'm sorry your order hasn't arrived. When you contacted us with the link provided yesterday what options did we provide? ^LR,Thu Nov 02 21:34:38 +0000 2017,delivery_delayed
71881,@AmazonHelp Is there an email I can write to later?,@132127 Certainly you can email through our contact us pages here:  https://t.co/JzP7hlA23B. ^MI,Thu Nov 30 10:29:00 +0000 2017,other
47871,Any account specialist @115821.ca willing to help??? #callingforhelp #amazoncanada #9yroldgift #davidsmithfromamazon???,"@126706 Thank you for reaching out to us here on social media! Without giving account info, will you let us know what's going on? ^TG",Wed Nov 01 17:10:35 +0000 2017,account_access
75912,"@AmazonHelp Already spoken to your customer executive detaily to hemalatha supervisor , no solution provided, purely frustrated.very worst experience","@132993 Sorry your concern hasn't been addressed yet, please share your details here: https://t.co/beaaDm0muc and we'll look into it right away. ^SU",Wed Nov 22 15:33:30 +0000 2017,other
95279,@AmazonHelp são donos do melhor atendimento e preços💕,"@136722 Adoramos o comentário, Ana 😌 Você já comprou muitos livros na Amazon? 📚💖 ^LG",Thu Nov 30 16:20:01 +0000 2017,other
38558,@AmazonHelp Si j’ai plusieurs idées mais mon choix principal c’est la Gear S3 😋,@124406 Je vois que vous êtes un passionné des nouvelles technologies 😎 ^MA,Wed Nov 22 19:32:33 +0000 2017,other
9798,@115850 I mean I don't have problem with most of the orders but the black dot moving with the green bar is quite irritating,"@117797 I get your concern, BIgral. I'll share your comments with internal teams for review. Do keep us posted. ^SV",Wed Nov 01 00:20:29 +0000 2017,other
11339,"@AmazonHelp お答え、どうもありがとうございました。
出品者を確認の上、これからも利用させて頂きます。",@118163 リプライありがとうございます。ご利用方法等でご不明な点がございましたらご遠慮なくご質問ください。今後ともどうぞよろしくお願いいたします。SK,Wed Nov 22 22:35:00 +0000 2017,other
22210,@AmazonHelp Pourtant c'était écrit Prime en dessous de l'article quand il était dans mon panier...,"@120849 Je vous comprends, mais c'est le délai nécessaire et le plus rapide possible pour vous faire parvenir votre colis.",Mon Oct 30 16:15:23 +0000 2017,shipping_information
44525,@AmazonHelp Thanks a LOT,@125591 You're welcome. :) ^NK,Wed Nov 01 17:02:45 +0000 2017,other
18920,@AmazonHelp Once again I submitted please check,@120227 Thank you for sharing the details. We're working on it and we'll get back to you soon with an update. ^SY,Fri Nov 03 11:03:27 +0000 2017,other
63886,"@AmazonHelp Well I am speaking to 'Amit' now and the plot deepens as they have no record of my order being delayed....

Apparently the reason might be ""because Amazon has a lot of sales and logistics are overrun"" which means that a customer locked into a sale agreement must wait.","@130675 I am sorry to hear this Darren. Can I ask, what resolution was offered to you please?^GA",Thu Nov 30 07:59:26 +0000 2017,delivery_delayed
56913,"Shocking delivery by @115830 - not sure @115851 would be proud of such terrible service!
Cancel my Prime membership please @AmazonHelp https://t.co/ITPIGWxB4R",@128890 I'm sorry for the trouble! We'd like to take a closer look at this w/ you. Please reach out to us here: https://t.co/JzP7hlA23B ^KP,Wed Nov 01 19:48:00 +0000 2017,order_cancellation
76071,@AmazonHelp It’s Amazon Logistics.,"@133022 Thank you for confirming! When you have the chance, please leave your information here: https://t.co/kXGYOokhkN and a specialist will contact you as soon as possible to get this reported. ^HC",Thu Nov 30 00:15:56 +0000 2017,other
71841,@AmazonHelp Ok thank you all done and sent.,"@132121 Great, please keep us informed about this!^PJ",Thu Nov 30 10:25:00 +0000 2017,other
69671,@AmazonHelp Tue ich. Jede Stunde und warte suf die Email... so nah dran 😥,@131789 Ich drück dir jedenfalls die Daumen 😉 Gruß ^TR,Thu Nov 30 10:06:35 +0000 2017,other
83428,@116313 「ほしい物リスト」の絞り込み機能で、「値下がりした商品」オプションがなくなったのが非常に不便に感じています。元に戻す予定はありませんか？,@134328 当サイトの機能については、常に検討し変更しています。そのため、以前ご利用いただいていた機能についても現在お使いいただけない可能性があります。恐れ入りますが、今後の変更の予定についてもご案内することができませんが、お寄せいただいたご意見については社内に報告いたします。　SM,Thu Nov 30 13:51:43 +0000 2017,other
33195,#alexaindia I am not able access skills from US !!! THIS IS A CRIPPLED SERVICE FROM AMAZON @121284,"@123343 Apologies for the ordeal, Prince. Could you let us know what are the skills you're referring to? We'd like to check it. ^HD",Tue Oct 31 17:49:27 +0000 2017,device_issue
65842,"@AmazonHelp Also, I just want to let y'all know, all my anger and frustration is directed at this seller and not y'all. Amazon has actually been nice, professional , and helpful in trying to help me.","@131059 Not a problem at all! We completely understand the frustration when problems occur! Let us know if you are able to get a resolution with the seller. 

- Jenna C.",Thu Nov 30 09:34:31 +0000 2017,other
28958,@115850 y there ll be quiz when u can't keep up with prizes @1843 and giving lengthy of explanation,"@122371 Sorry for any hassles, Kaushik. We do have prizes for the contests, could you elaborate on your concern? ^MS",Wed Nov 01 11:03:00 +0000 2017,other
19434,@AmazonHelp Daily same msg coming but do not delivered,@120316 we have missed on the estimated delivery date? 2/2 ^SB,Wed Nov 01 06:48:29 +0000 2017,delivery_delayed
18206,"#amazonindia Since when Amazon has started cheating its customers ?🤔
Feeling cheated as i ordered Amazon echo plus on 6th october.","@120039 That's quite a comment, Abhilash. Please elaborate your concern for us to assist you better. ^SV",Tue Oct 31 18:51:01 +0000 2017,package_not_received
96510,@AmazonHelp Des années !!,@137056 Ça nous fait énormément plaisir de vous compter parmi nos clients fidèles 😍 😍 Qu'est-ce que vous aimez commandé sur notre site ? ^ASZ,Thu Nov 23 15:52:00 +0000 2017,other
77506,@AmazonHelp Yes I am online chat with Preeti from @115821. She is very unhelpful and refuses to help other than getting the parcels delivered tomorrow which is not good enough as I am off today.,"@133266 Hi, a carrier wouldn't return on same day &amp; new attempt would be scheduled for next day. Do you have a safe place or neighbour preference saved? If not, in Your Orders you can click ""Track Item"". On progress tracker page, click ""Provide delivery instructions. ^TS",Thu Nov 30 12:14:41 +0000 2017,delivery_delayed
83360,@115830 please forward me a customer service contact. I have been billed for 2 items which I previously cancelled.,"@134319 Sorry to hear you have not received your funds back. If you have canceled the items prior to the items being shipped out, the charge would be an authorization on your account. More information regarding authorizations can be found here: https://t.co/apkmeqq2O8 ^TE",Thu Nov 30 13:57:01 +0000 2017,payment_issue
15701,@AmazonHelp You have all my details. Please expedite the process,@119452 Thanks for the update. If you've filled in your details our teams will reach out to you soon. ^VM,Wed Nov 01 04:26:43 +0000 2017,other
27389,@120474 have priority for the morrisey tour and trying to get tickets but it is saying I’m exceeding minimum tickets?!,@122000 Please reach out here so we can check this for you https://t.co/q6dr9Vvdin  ^KM,Wed Nov 01 10:19:00 +0000 2017,other
16454,@119625 @1092 Please upload jaya janaki nayaka full movie bro or balakrishna paisa vasool movie bro,@119624 where we highlight the latest movies and TV shows we have available. (2/2)^SF,Wed Nov 01 03:48:30 +0000 2017,other
95317,"@AmazonHelp J'ai l'habitude maintenant.😁A chaque fois que c'est Colis Privé qui s'occupe des livraisons je dois contacter votre SAV.😆",@136727 Notre service client ne manquera pas de vous assister à ce sujet. ^KD,Thu Nov 30 16:18:00 +0000 2017,delivery_preference
64226,"@AmazonHelp But why Amazon India tell me your full charges refund you, that  sound is right, told me, 
You don't refund full courier charges, than tell firstly ok,@AmazonHelp @120781 @130738 @15316 
You return my full payment.",@130737 We understand you are yet to receive your refund. Kindly reach us via the link provided earlier and we'll sort this out for you. ^VM,Thu Nov 30 04:44:55 +0000 2017,payment_issue
73515,Despite paying for @115830 Prime they still sometimes struggle to deliver within a week!,"@132438 Hi Dominic, are you waiting for orders to be delivered? ^JC.",Thu Nov 30 10:49:30 +0000 2017,delivery_delayed
13180,y'all gotta get rid of AMZL and try again @115821,"@118708 I'm very sorry to hear that, J! Have you had trouble with a recent order/delivery? ^HM",Wed Nov 01 01:52:32 +0000 2017,delivery_preference
31364,"@AmazonHelp Vendredi 3, la veille de mon anniv :) Vous m’offrez un jeu switch ? 😝😝🙈",@122913 Ah super !! 😍 Joyeux anniversaire par anticipation ☺️^SB,Wed Nov 01 12:36:00 +0000 2017,other
34476,Hey @115830 I pre-ordered @123473 's book Slobberknocker on Sept 11th for release on Oct 19th and still nothing. Any status update?,@123472 Oh no! We'd like to help in any way we can. What's the latest status for your order here: https://t.co/aaDyEz1VgE ^NM,Wed Nov 01 13:26:29 +0000 2017,shipping_information
44507,"@AmazonHelp Ich hab sie gefunden!
Alles gut! :3 https://t.co/YpJPngK1kl",@125875 Juhu! Da ist der Abend gerettet. 🎊 Zur Feier des Tages kannst du dich gerne trotzdem über obigen Link melden. Trau dich. 😄 Grüße ^SI,Wed Nov 01 18:57:00 +0000 2017,other
89266,"@AmazonHelp prontinho, contei :)",@135303 Obrigada Edu! Vamos dar uma olhada. 😉👀💕 ^NB,Fri Dec 01 01:14:29 +0000 2017,other
15694,@AmazonHelp How many times will the pick-up be rescheduled? https://t.co/oQuGBF84QS,"@119452 Please don't provide your order details, we consider it personal information. Our Twitter page is visible to public. ^AK 3/3",Wed Nov 01 03:19:00 +0000 2017,delivery_delayed
10634,How does amazon have late shipping? Multi billion dollar company @115821,@117948 I'm sorry we let you down! Do you have a current order that has passed the delivery date? ^DD,Wed Nov 01 00:42:00 +0000 2017,delivery_delayed
21579,@AmazonHelp Sure..so if compensation is not available...can I name and shame you guys...because u guys are pathetic..can u quickly tell me ur name and employee ID and also ur escalation point of contact..because I am not sitting quiet,@120701 on this as feedback with the team internally for a review. 2/2 ^OS,Tue Oct 31 12:19:33 +0000 2017,other
27883,@AmazonHelp But I haven’t even consented to prime before I want my money back,"@122102 I know this can be frustrating. After you have canceled the membership, it will automatically process a refund. ^AL",Wed Nov 01 11:45:12 +0000 2017,prime_billing
91339,@AmazonHelp Et comment je fait.....? https://t.co/UYtFSPehyz,"@135810 Vous pouvez utiliser le lien suivant, vous n'aurez pas à vous authentifier : https://t.co/MBTDQi7u2J",Thu Nov 30 15:20:28 +0000 2017,other
27892,"@AmazonHelp ご丁寧にありがとうございます。
Amazonプライムを楽しむことにしましたのでよろしくお願い致します😊",@121887 とんでもないことでございます。意図しない形でのご登録となったところ誠に恐縮ですが、ぜひご活用いただければと存じます。https://t.co/qjaFIyMkEk TN,Wed Nov 01 10:32:28 +0000 2017,other
28939,@117086 Preciso de uma máquina para o curso da minha filha!!! Mas após conversas fico sem resposta e o tempo de entrega é absurdo,"@122367 Olá Luisa, sinto muito o inconveniente, você tem entrado em contato com nosso SAC a respeito dessa situação? ^AZ",Wed Nov 01 11:08:00 +0000 2017,delivery_delayed
24001,@115850 hi why you end no emi cost on PS4 I was about to purchase today😑😬🙄🤔😒😔😕☹️,@121161 here: https://t.co/KcSbMgxRgY. Please let us know if you need any further clarification on this. 2/2 ^SY,Wed Nov 01 09:01:00 +0000 2017,other
83482,@AmazonHelp This is what it says! It doesn't make sense because it says it will be delivered the next day but the same day it was 'delivered' https://t.co/DBjgUldaos,@134342 Have you had a chance to look around to see if your order was delivered to a safe-place or to a neighbour on your behalf?^PJ,Thu Nov 30 14:08:00 +0000 2017,package_not_received
19130,@AmazonHelp Its very headache so please pick up from your hand. I dont pick up any charges for courier so please arrange from u.,@120261 We can't access your Amazon account over Twitter. Kindly share the needed information over the secure link shared. ^CB,Tue Oct 31 13:08:32 +0000 2017,delivery_preference
49983,@AmazonHelp Nice #escape after 1 month u people saying d attached letter is not valid. Spoke with brand Mi call center also.,@127186 We've sent the correspondence to your registered email ID. Kindly check it here: https://t.co/8DAc10S7ww ^GK,Tue Oct 31 02:46:53 +0000 2017,other
74767,@115850 @AmazonHelp I need to contact customer support ASAP regarding bad behaviour of a seller.,"@132734 Apologies for the trouble, Mayank. Please report it to our support team here: https://t.co/vlvfJr4nN9 and we'll take necessary actions to make things right.^AR",Thu Nov 30 11:05:28 +0000 2017,other
43736,@AmazonHelp https://t.co/gu1CLsiExC,@125706 What were you advised from our email response ?  ^CR,Sun Nov 26 07:11:28 +0000 2017,other
43667,"@117804 Obrigado, zerei a minha lista de desejos!!! https://t.co/mBczqOGs8V",@125688 Olá! Que felicidade Ishmael! Você comprou muita coisa? 😃🎁🎁❤️ ^JJ,Sun Nov 26 00:43:00 +0000 2017,other
